gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
-0.37791,0.9242,-0.0551,0.81222,0.62762,0.30446
-0.39378,0.91256,-0.11028,1.14184,0.52503,0.85986
-0.38629,0.90836,-0.16019,0.99245,0.4913,0.97245
-0.35917,0.9102,-0.20623,0.80421,0.64101,0.92841
-0.32482,0.91057,-0.25564,0.42843,1.51219,0.58281
-0.2811,0.91438,-0.29136,0.14066,1.5824,0.47442
-0.22263,0.923,-0.31385,0.06043,1.31401,0.35404
-0.16443,0.92775,-0.33502,-0.29955,0.78331,0.28851
-0.14682,0.92229,-0.35752,-0.22023,0.45896,0.78542
-0.15544,0.91012,-0.38409,-0.17058,0.27195,0.8906
-0.15193,0.9031,-0.40165,0.06154,0.06951,0.68087
-0.15235,0.9003,-0.40773,0.11712,-0.30785,0.98817
-0.15922,0.89873,-0.40857,0.12399,-0.30628,0.98902
-0.16747,0.89943,-0.40371,-0.14474,-0.76474,1.01351
-0.17635,0.90434,-0.38868,-0.26173,-0.88432,0.97451
-0.1851,0.91324,-0.36295,-0.296,-0.94254,0.83566
-0.19711,0.92452,-0.3262,-0.47155,-0.93114,0.69743
-0.21832,0.93645,-0.27459,-0.58269,-0.85577,0.65777
-0.25062,0.94633,-0.20405,-0.89065,0.05986,-0.70264
-0.29803,0.93867,-0.17343,0.49218,2.71137,-2.917
-0.31994,0.92809,-0.19045,0.45213,2.13378,-1.70681
-0.3198,0.92555,-0.20267,0.04329,-0.16521,-0.53851
-0.3088,0.92712,-0.21233,0.15561,-0.57374,-0.49625
-0.29946,0.93347,-0.19736,0.69657,0.18205,1.2631
-0.29007,0.94042,-0.17736,0.83876,1.2178,1.8563
-0.27472,0.93749,-0.21364,-0.88728,1.75561,-1.84963
-0.28967,0.92536,-0.24454,0.04909,-1.04476,1.15078
-0.31051,0.92464,-0.2205,0.12884,-0.99663,1.13417
-0.3268,0.92466,-0.19546,0.35524,-0.31235,0.95486
-0.34387,0.92061,-0.18501,0.51782,-0.02945,0.83874
-0.35108,0.92302,-0.15739,0.62318,0.24263,0.74526
-0.35672,0.9274,-0.11259,0.75117,0.71735,0.66178
-0.3731,0.92484,-0.07389,0.72193,0.54628,0.09091
-0.38382,0.92264,-0.03766,0.64251,0.31607,-0.28695
-0.3705,0.92858,0.02167,0.32725,-0.11423,-0.32146
-0.34809,0.93417,0.0784,0.11587,-0.12538,-0.12988
-0.32447,0.93845,0.11845,0.05647,-0.18262,0.0142
-0.3084,0.93969,0.14791,-0.11441,-0.18349,0.05679
-0.30501,0.93742,0.16792,-0.29617,-0.0943,-0.03056
-0.31141,0.9321,0.18495,-0.32953,-0.03624,-0.13273
-0.31674,0.92666,0.20242,0.07742,0.07099,-0.10292
-0.32691,0.91979,0.21703,0.33466,0.08419,-0.21325
-0.33311,0.91307,0.23522,0.48664,0.09961,-0.10762
-0.33665,0.90515,0.25952,0.55188,0.13215,-0.04169
-0.33988,0.89675,0.28338,0.55271,0.15008,-0.01467
-0.3463,0.88851,0.30102,0.47635,0.28771,-0.09033
-0.35437,0.88083,0.31394,0.40812,0.38083,-0.32429
-0.35934,0.87152,0.33364,0.32102,0.31485,-0.59363
-0.35414,0.86287,0.36059,0.04927,0.3161,-0.62069
-0.34506,0.86045,0.3749,0.13072,0.25329,-0.49929
-0.34947,0.86003,0.37178,0.2927,0.34905,-0.59227
-0.36491,0.86105,0.35414,0.44655,0.5268,-0.64749
-0.38149,0.86535,0.32502,0.81952,0.84512,-0.55344
-0.39304,0.87633,0.27848,0.95392,0.84625,-0.55064
-0.39587,0.89273,0.2152,0.93894,0.74622,-0.55943
-0.39095,0.90829,0.14886,0.67274,0.37853,-0.09974
-0.38211,0.9206,0.08055,0.56121,0.6143,0.68795
-0.36681,0.93021,0.0122,0.44797,0.75922,1.00725
-0.35012,0.93505,-0.05569,0.2018,0.61981,0.90238
-0.33126,0.93525,-0.1248,0.12188,0.4067,0.75511
-0.30587,0.93517,-0.17859,0.26869,0.34784,0.35065
-0.28224,0.94015,-0.19094,0.53851,0.14295,0.25046
-0.26301,0.94913,-0.17312,1.13329,0.14024,0.17164
-0.22447,0.95625,-0.18762,0.75395,0.12667,0.35736
-0.19204,0.95864,-0.21003,0.49779,0.01446,0.71786
-0.1724,0.95782,-0.22988,0.24512,-0.10825,0.86233
-0.15752,0.9559,-0.24787,0.09032,-0.13081,0.61618
-0.15368,0.95299,-0.26113,-0.05761,-0.23816,0.67163
-0.1608,0.94919,-0.27049,-0.19056,-0.33416,0.76193
-0.17073,0.94693,-0.27233,-0.36068,-0.39907,0.78516
-0.17846,0.94707,-0.26683,-0.48541,-0.42507,0.68784
-0.18321,0.9497,-0.25396,-0.38103,-0.57241,0.5628
-0.18491,0.95452,-0.23388,-0.37666,-0.63509,0.4738
-0.18461,0.96125,-0.20473,-0.39433,-0.66158,0.30739
-0.18518,0.96902,-0.16344,-0.24126,-0.23864,-0.15344
-0.18772,0.97516,-0.11754,-0.15908,0.12208,-0.60093
-0.19227,0.97745,-0.08722,0.08177,1.2253,-1.67978
-0.19116,0.97695,-0.09503,1.09495,1.15932,-1.52243
-0.16594,0.98006,-0.10928,1.09582,0.38556,-1.15148
-0.14582,0.98359,-0.10618,0.44546,-0.40921,-0.05633
-0.14012,0.98613,-0.08895,0.04495,0.34751,1.77416
-0.14759,0.98645,-0.07156,-0.29736,0.45559,1.19789
-0.1545,0.9841,-0.08762,-1.13787,0.11483,-1.66959
-0.17957,0.97889,-0.0976,-0.85757,-0.08196,0.01469
-0.20392,0.9768,-0.06531,-0.01532,-0.38824,0.84569
-0.22609,0.97344,-0.03584,0.17922,-0.20718,0.66006
-0.23376,0.97224,-0.01013,0.38002,-0.11315,0.67985
-0.23449,0.97182,0.02379,0.57324,-0.07442,0.62078
-0.23366,0.9706,0.05768,0.68284,0.2226,0.48456
-0.23656,0.96837,0.07931,0.67253,0.3994,0.21777
-0.2397,0.96673,0.08929,0.52533,0.22118,-0.25308
-0.22912,0.96692,0.11207,0.22089,0.00416,-0.40955
-0.19935,0.96551,0.16744,0.08146,-0.04039,-0.25553
-0.16796,0.96071,0.22096,0.01025,-0.06439,-0.21209
-0.14591,0.95435,0.2606,-0.14591,-0.16863,0.00033
-0.13471,0.94645,0.2934,-0.26922,-0.14856,0.00793
-0.13574,0.93798,0.31898,-0.33626,-0.06004,-0.03351
-0.14892,0.93054,0.33453,-0.44481,0.06411,-0.42064
-0.15713,0.92467,0.34681,-0.02347,0.03284,-0.45332
-0.15826,0.91789,0.3639,0.09305,0.01113,-0.35833
-0.15754,0.91159,0.3797,0.26476,0.02151,-0.19144
-0.15908,0.90697,0.38998,0.31369,0.08679,-0.24736
-0.16318,0.90277,0.39797,0.29527,0.22992,-0.34537
-0.16814,0.89534,0.41241,0.27884,0.23369,-0.50125
-0.16774,0.88271,0.43894,0.11873,0.20748,-0.42117
-0.16535,0.87129,0.46206,0.02451,0.211,-0.37922
-0.17299,0.87044,0.46086,0.07909,0.1421,-0.28482
-0.18538,0.87257,0.45193,0.20138,0.23545,-0.30346
-0.19381,0.87461,0.44438,0.41676,0.45757,-0.64943
-0.19297,0.88151,0.43092,0.50132,0.59551,-0.77887
-0.1917,0.89557,0.40148,0.59988,0.61355,-0.63889
-0.19001,0.91594,0.35346,0.54409,1.03788,-0.73908
-0.17522,0.94076,0.29026,0.11134,0.70548,-0.93702
-0.1536,0.96442,0.21513,-0.12705,0.39001,0.18537
-0.13913,0.98077,0.13686,-0.10865,0.46514,0.7521
-0.13326,0.98939,0.05777,-0.16873,0.56688,0.9677
-0.13085,0.9912,-0.01988,-0.37208,0.3654,0.70328
-0.12747,0.98757,-0.09189,-0.39537,0.34551,0.58736
-0.11141,0.98346,-0.14276,-0.10893,0.27017,-0.31029
-0.08622,0.98432,-0.15386,0.41558,0.26509,0.11237
-0.05629,0.98139,-0.18359,0.52768,0.22327,0.30775
-0.02545,0.97333,-0.22799,0.284,0.00645,0.50538
0.00184,0.96452,-0.26401,-0.14808,-0.34565,0.61067
0.01758,0.95415,-0.29879,-0.19132,-0.45714,0.58851
0.02091,0.94326,-0.33139,-0.17429,-0.58097,0.59351
0.01964,0.93493,-0.35429,-0.2152,-0.60952,0.6151
0.01943,0.93047,-0.36585,-0.35497,-0.72167,0.51421
0.01971,0.93098,-0.36453,-0.36386,-0.7285,0.42955
0.01735,0.93676,-0.34953,-0.3637,-0.70983,0.3666
0.00944,0.94686,-0.32149,-0.37608,-0.65309,0.3331
-0.00466,0.95885,-0.28386,-0.3747,-0.35657,0.27142
-0.0274,0.97137,-0.23596,-0.26183,-0.0051,0.1717
-0.05124,0.98233,-0.17997,-0.13391,0.03781,0.10078
-0.05934,0.98858,-0.13852,0.29844,-0.0394,-0.27651
-0.05269,0.98971,-0.13298,0.34131,-0.1324,-0.51733
-0.05419,0.98958,-0.1334,0.21138,-0.18105,-0.45347
-0.06107,0.9907,-0.12154,0.02274,-0.01303,-0.10099
-0.06757,0.99294,-0.09745,0.01628,-0.08105,-0.02963
-0.07037,0.99544,-0.06428,0.0056,-0.09255,0.00161
-0.06815,0.99725,-0.02911,0.06531,0.0689,-0.22868
-0.05995,0.9982,0.00103,0.02661,0.11583,-0.72813
-0.04974,0.99834,0.02882,0.0113,-0.06957,-0.73834
-0.04055,0.99745,0.05864,-0.29368,0.10348,0.3473
-0.04218,0.99612,0.07713,-0.6155,0.73006,0.35512
-0.05236,0.99417,0.09426,-0.496,0.129,0.21151
-0.0588,0.99279,0.10447,-0.15593,1.1148,-1.26127
-0.07201,0.9934,0.08922,0.28389,0.91355,-0.32112
-0.0804,0.99462,0.06527,0.12366,0.7852,0.2567
-0.07675,0.99504,0.06316,0.12787,1.10981,0.04838
-0.06767,0.9959,0.06006,-0.02265,0.04158,0.37608
-0.06148,0.99664,0.05411,0.04641,-0.3498,0.28872
-0.05994,0.99698,0.04931,0.08769,-0.39975,0.30194
-0.06386,0.99678,0.04846,-0.1031,0.21732,0.17206
-0.06972,0.99521,0.06846,-0.12353,0.34318,-0.00235
-0.07145,0.99041,0.11818,0.06195,0.14263,-0.36295
-0.07,0.98443,0.16123,0.0542,-0.08796,-0.67751
-0.0721,0.98309,0.1683,-0.04716,-0.23021,-0.43161
-0.0749,0.98284,0.16854,0.09603,-0.40739,-0.34611
-0.07742,0.98249,0.16947,0.41336,-0.23688,-0.60244
-0.08294,0.9823,0.16791,0.17982,-0.07485,-0.61266
-0.09096,0.98236,0.16335,0.06502,-0.06052,-0.54359
-0.09809,0.98299,0.15527,-0.04827,-0.42073,-0.2309
-0.10431,0.9839,0.14513,0.03571,-0.42802,-0.17202
-0.10996,0.98465,0.13549,0.14208,-0.25882,-0.0867
-0.11452,0.98525,0.12709,0.35463,-0.07015,-0.23831
-0.11819,0.98657,0.1127,0.37477,-0.04431,-0.35169
-0.11905,0.98879,0.09005,0.4485,0.0306,-0.45087
-0.11768,0.99126,0.05953,0.38585,0.23983,-0.80524
-0.11307,0.99349,0.01404,0.43007,0.3436,-0.76169
-0.10072,0.99323,-0.05778,0.17771,1.0892,-0.30079
-0.08572,0.98539,-0.14717,0.01152,0.73895,0.33436
-0.07903,0.9681,-0.23775,-0.05914,0.44851,0.92496
-0.06808,0.94683,-0.31444,0.06837,-0.02252,1.29007
-0.03677,0.93292,-0.3582,0.00749,0.01426,0.84453
0.01257,0.93067,-0.36563,-0.12319,0.70655,-0.18162
0.07605,0.92598,-0.36983,-0.93128,0.07155,0.16681
0.11342,0.91864,-0.37847,-1.05541,-0.28146,0.29247
0.13933,0.91667,-0.37457,-0.8635,-0.42869,0.34279
0.15322,0.92268,-0.35381,-0.37074,-0.59387,0.46886
0.14908,0.93574,-0.31963,-0.11956,-0.50619,0.50204
0.13244,0.9526,-0.27389,-0.04781,-0.40662,0.42925
0.10596,0.96894,-0.22343,-0.41637,-0.14078,0.0354
0.06854,0.98326,-0.1688,-0.41467,-0.09328,-0.14287
0.02855,0.9931,-0.11375,-0.33256,-0.11834,-0.17797
0.00252,0.99809,-0.06172,-0.08461,-0.25851,0.21481
-0.01962,0.99962,-0.0193,-0.05823,-0.10773,-0.58017
-0.04749,0.99874,0.01598,0.10451,0.11668,-0.55433
-0.06499,0.99603,0.06081,0.31426,0.31745,-0.29318
-0.06414,0.99421,0.08618,0.37346,0.18668,-0.60259
-0.05554,0.99482,0.08505,-0.01864,-0.28003,-0.83731
-0.04858,0.99482,0.08922,-0.23516,-0.50956,-1.28548
-0.04689,0.99478,0.09064,-0.27145,-0.77226,-0.99962
-0.05056,0.99391,0.09788,-0.02162,-0.56529,0.83152
-0.06632,0.99435,0.08289,0.11398,0.38181,1.0589
-0.0878,0.99365,0.07037,0.46897,1.37908,0.15323
-0.09867,0.99246,0.07272,0.45824,2.22979,-0.84448
-0.08327,0.98767,0.13255,0.38295,1.85819,-1.61119
-0.05844,0.99099,0.12051,-0.63567,1.04922,0.0897
-0.04135,0.99459,0.09526,-0.62582,-0.27737,0.0679
-0.02865,0.99671,0.07581,-0.24374,-0.84313,0.36149
-0.02457,0.99828,0.05318,-0.15558,-0.69289,0.71546
-0.03418,0.9988,0.035,-0.31995,-0.17032,0.52889
-0.04662,0.99816,0.03859,-0.32548,0.26566,-0.10512
-0.06175,0.99478,0.0812,-0.05028,0.15682,-0.3743
-0.06552,0.98774,0.14165,0.71386,0.47559,-1.0464
-0.07339,0.988,0.13585,0.04287,-0.16748,-0.48074
-0.08061,0.98746,0.13573,0.08334,-0.33024,-0.63206
