gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0.16517,0.8901,-0.42478,-0.04178,0.05176,-0.30202
0.17709,0.90035,-0.39751,0.10221,0.45288,-0.5027
0.18364,0.9063,-0.38066,0.23541,0.85028,-0.48538
0.18599,0.9039,-0.38519,0.25528,0.815,-0.42046
0.18627,0.89762,-0.39947,0.21761,0.53591,-0.35099
0.18777,0.8916,-0.41206,0.1079,0.14751,-0.01117
0.19073,0.88626,-0.42209,-0.0489,0.42993,0.22956
0.1963,0.88134,-0.42978,-0.1547,0.61019,0.18048
0.20772,0.88215,-0.4227,-0.32775,-0.22382,0.4021
0.21692,0.88869,-0.40395,-0.37137,-0.36988,0.42111
0.2206,0.89942,-0.37733,-0.09849,-0.26575,0.51283
0.21932,0.91312,-0.34368,0.10735,-0.23456,0.50744
0.20873,0.92979,-0.30319,0.09656,0.17402,0.3219
0.18707,0.94681,-0.26184,0.0246,0.43768,0.24896
0.16406,0.96043,-0.22506,-0.06546,0.32364,0.17605
0.14598,0.96929,-0.19792,0.01328,-0.0501,0.1295
0.12893,0.97594,-0.17583,0.02069,-0.32747,0.09154
0.11177,0.98186,-0.15317,0.06367,-0.4323,0.13673
0.0942,0.98715,-0.12912,0.10218,-0.34521,0.12877
0.07795,0.99143,-0.10487,0.12307,-0.03235,0.10545
0.06624,0.99444,-0.08184,0.12001,-0.0512,0.07205
0.058,0.99658,-0.0589,0.11493,-0.1118,0.03745
0.05125,0.99797,-0.03767,0.04523,-0.28235,-0.05605
0.04209,0.99897,-0.01713,0.03694,-0.25979,-0.09837
0.02852,0.99958,0.0052,0.06734,-0.19678,-0.10589
0.01134,0.9996,0.02601,0.19814,-0.01222,-0.0896
-0.00439,0.9989,0.04661,0.26202,-0.02046,-0.05398
-0.01901,0.99767,0.06553,0.2294,-0.10799,-0.05398
-0.03199,0.9962,0.08106,0.18879,-0.14892,0.00255
-0.04532,0.99466,0.0927,0.25171,-0.02533,0.0608
-0.05828,0.99323,0.10047,0.35433,0.22044,-0.04946
-0.0657,0.99195,0.10827,0.32344,0.35276,-0.19314
-0.06844,0.99103,0.11475,0.30467,0.40187,-0.24941
-0.06802,0.99118,0.11375,0.3067,0.52318,-0.12075
-0.06438,0.99334,0.09559,0.379,0.53897,0.06621
-0.05584,0.99651,0.06201,0.26627,0.34815,0.0307
-0.03697,0.99917,0.01704,-0.08632,0.09664,-0.08955
-0.01339,0.99905,-0.04155,-0.17788,0.14503,-0.06552
0.00643,0.99389,-0.11017,-0.30526,0.39885,0.07846
0.01846,0.98316,-0.18181,-0.32713,1.02918,0.21114
0.02866,0.96912,-0.24492,-0.21104,0.77665,0.16238
0.05109,0.9532,-0.29801,-0.02734,0.32073,-0.00386
0.08245,0.93471,-0.34571,-0.03386,0.25709,0.01666
0.11024,0.91453,-0.38919,-0.04754,0.26824,0.12526
0.13116,0.89369,-0.42908,-0.00983,0.17192,0.21942
0.14626,0.8731,-0.46508,-0.03862,-0.20199,0.30692
0.15066,0.85607,-0.49442,-0.03745,-0.31681,0.43152
0.14549,0.84369,-0.51674,-0.03288,-0.46993,0.54138
0.13541,0.83692,-0.53031,-0.05279,-0.59643,0.48539
0.12383,0.83663,-0.53358,-0.14777,-0.63606,0.45839
0.11092,0.83989,-0.5313,-0.21459,-0.6019,0.43082
0.09953,0.84585,-0.52406,-0.15382,-0.54619,0.38824
0.09218,0.8548,-0.51071,-0.13254,-0.51354,0.36424
0.09344,0.86745,-0.48868,-0.15706,-0.3974,0.16353
0.10728,0.8828,-0.45734,-0.1779,-0.27297,-0.00412
0.13019,0.8968,-0.42286,-0.15412,0.02503,-0.29389
0.15478,0.90597,-0.39402,0.11218,0.5076,-0.44608
0.17224,0.90836,-0.38107,0.31795,0.91716,-0.52254
0.17586,0.9055,-0.38619,0.30182,0.8582,-0.5397
0.17682,0.89961,-0.39929,0.22304,-0.07689,-0.29956
0.17915,0.89421,-0.41023,0.09032,-0.12702,-0.32496
0.18305,0.89072,-0.41607,0.13258,0.30638,-0.15693
0.19323,0.8859,-0.42171,0.13972,0.84905,0.18808
0.21255,0.88359,-0.41723,0.10458,1.04455,0.43641
0.23545,0.8849,-0.40189,-0.19863,-0.04663,0.5411
0.23978,0.88985,-0.38817,-0.65624,-0.30303,0.27928
0.2284,0.89736,-0.37761,-0.29318,-0.17371,0.39544
0.21551,0.91072,-0.35233,-0.24467,-0.13208,0.51314
0.19832,0.92938,-0.31132,-0.23766,-0.11588,0.43761
0.1702,0.94884,-0.26594,-0.12753,0.09608,0.36589
0.1404,0.96518,-0.22072,-0.0461,0.39865,0.32102
0.11896,0.97611,-0.18182,0.02879,0.26541,0.26269
0.10333,0.98357,-0.14803,0.08272,-0.11199,0.08792
0.09001,0.98946,-0.11345,0.12859,-0.46199,0.05437
0.07915,0.9937,-0.07929,0.13686,-0.46249,0.06798
0.06903,0.99654,-0.04634,0.15947,-0.38759,0.07489
0.05989,0.9981,-0.01423,0.07996,-0.25688,0.03812
0.04854,0.9987,0.01568,0.02414,-0.19036,-0.06377
0.03467,0.99848,0.04287,0.0646,-0.15513,-0.09889
0.01844,0.99757,0.06714,0.2109,-0.06418,-0.1567
0.00066,0.99619,0.08716,0.2686,-0.06352,-0.18492
-0.01421,0.99452,0.10353,0.31504,-0.06363,-0.21511
-0.0308,0.99217,0.12103,0.34515,-0.04056,-0.12055
-0.04437,0.98977,0.13557,0.38386,0.04053,-0.03717
-0.05609,0.98816,0.14281,0.36652,0.06178,-0.00645
-0.0632,0.98736,0.14535,0.30879,0.30846,-0.19154
-0.06394,0.98708,0.14693,0.22788,0.47113,-0.3384
-0.06269,0.98788,0.14202,0.24486,0.48241,-0.33137
-0.05853,0.9912,0.11875,0.21723,0.46754,0.01351
-0.05116,0.99578,0.07618,0.13265,0.31876,0.12443
-0.03657,0.99913,0.02019,-0.22804,0.12487,0.03316
-0.01693,0.9988,-0.04587,-0.32653,0.26273,0.06302
0.00034,0.99313,-0.117,-0.46761,0.76529,0.32814
