gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0.04229,0.93953,0.33983,0.26404,-0.50194,0.2729
0.04428,0.9477,0.31606,0.37322,-0.36738,-0.23279
0.05788,0.95964,0.27521,0.53302,0.24356,-0.65819
0.07679,0.97031,0.22935,0.62231,0.81038,-0.71383
0.08352,0.97383,0.21135,0.61971,0.93588,0.38358
0.0777,0.97474,0.20939,0.21655,-0.39581,0.67185
0.07043,0.97833,0.1947,0.37922,-1.30002,-0.29815
0.08366,0.98179,0.17052,0.54312,-0.9379,-0.88175
0.11632,0.98113,0.15442,0.33906,0.18522,-0.9353
0.14655,0.97884,0.14278,-0.26512,1.11516,-0.1934
0.14714,0.98131,0.124,-0.843,0.69111,0.28516
0.12957,0.98685,0.0966,-0.12953,-0.14219,-0.07426
0.1175,0.99088,0.06587,0.43262,-0.54618,-0.39139
0.11994,0.99185,0.04288,0.59663,-0.5586,-0.36714
0.13128,0.99096,0.02755,0.17745,-0.1183,0.26029
0.1442,0.98946,0.01279,0.0557,0.00149,0.37939
0.15294,0.98823,-0.00086,0.00965,0.03229,0.14233
0.15901,0.98717,-0.0147,0.06316,-0.00793,-0.03856
0.165,0.98585,-0.02942,0.02564,-0.03149,-0.05964
0.1717,0.98416,-0.04407,-0.15637,-0.09291,0.0645
0.17931,0.98196,-0.06005,-0.16412,-0.06213,0.06063
0.18809,0.97898,-0.07887,-0.10082,-0.02367,0.0354
0.19778,0.97495,-0.10173,-0.07195,0.04595,0.05034
0.20661,0.97029,-0.12588,-0.08204,0.00038,0.16221
0.21431,0.96619,-0.14336,-0.1259,0.05386,0.25226
0.21996,0.96344,-0.15295,-0.08335,0.16908,0.22499
0.22647,0.96155,-0.15533,-0.07279,0.26552,0.13767
0.23296,0.96019,-0.15416,-0.14238,0.306,0.17902
0.23689,0.9599,-0.14988,-0.09298,0.20056,0.23304
0.23677,0.96147,-0.13968,-0.07466,0.39472,0.19226
0.2303,0.96579,-0.11921,-0.28244,0.29834,0.1042
0.21383,0.97286,-0.08839,-0.22797,0.33683,0.14197
0.19382,0.98028,-0.03846,0.04772,0.34911,0.4964
0.17702,0.98384,0.02689,0.34883,0.21147,0.2444
0.16209,0.98225,0.09442,0.61402,0.15485,-0.32355
0.14968,0.97645,0.15539,0.58506,0.39611,-0.0529
0.13603,0.96831,0.20947,0.3194,0.50749,0.02999
0.1161,0.95903,0.25843,-0.04983,0.39592,-0.10574
0.09391,0.94779,0.30474,-0.12681,0.23125,-0.07398
0.07211,0.93758,0.34021,0.02587,0.06637,-0.24934
0.05459,0.92784,0.36896,0.14139,-0.07468,-0.47139
0.04341,0.916,0.39881,0.22188,-0.19162,-0.54442
0.03935,0.90173,0.43051,0.24776,-0.3688,-0.42132
0.03915,0.8888,0.45661,0.24686,-0.47894,-0.32062
0.03989,0.87905,0.47506,0.22955,-0.46435,-0.36634
0.04302,0.87196,0.48767,0.2687,-0.43289,-0.37272
0.04983,0.8685,0.49318,0.29035,-0.39471,-0.40689
0.0589,0.86913,0.49106,0.22238,-0.49973,-0.35511
0.06789,0.87443,0.48038,0.17733,-0.52041,-0.29891
0.07702,0.88519,0.45881,0.04777,-0.52476,-0.20138
0.08874,0.90019,0.42637,0.01366,-0.4024,-0.07036
0.1054,0.9155,0.38826,-0.01968,-0.28421,0.04067
0.1255,0.92565,0.35696,-0.00779,0.28799,0.63886
0.13775,0.92759,0.34726,-0.08629,0.93528,0.92547
0.13758,0.92386,0.35714,0.00895,0.96387,0.70639
0.1216,0.92267,0.3659,0.16172,0.46621,0.22927
0.09983,0.92293,0.37178,0.2175,-0.07886,0.18807
0.08993,0.92273,0.3748,0.2997,-0.30075,0.26206
0.09317,0.92256,0.37443,0.30546,-0.32658,0.24214
0.09971,0.92555,0.36526,0.21563,0.59195,-0.38741
0.1,0.93021,0.35314,0.2794,0.78158,-0.89709
0.07581,0.92992,0.35986,0.24571,-0.1221,-0.30508
0.05167,0.93641,0.34707,0.59658,-1.51972,-0.04687
0.06494,0.94259,0.32756,0.81241,-1.63894,-0.14907
0.08363,0.94896,0.30411,-0.12205,0.36826,-0.29236
0.08972,0.9581,0.27201,-0.0414,1.07841,-0.86925
0.09221,0.96435,0.24803,0.02524,0.68905,-0.45957
0.09167,0.96925,0.22837,0.05979,-0.16064,0.13894
0.09505,0.97546,0.19861,0.26791,-0.22622,-0.1425
0.10013,0.98191,0.16071,0.28698,-0.19991,-0.23349
