gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0.4017,0.8716,-0.28097,0.26989,-0.02706,0.08294
0.38965,0.88627,-0.25039,0.08711,-0.12986,-0.16826
0.38324,0.89614,-0.22371,-0.04205,0.0441,-0.17782
0.38108,0.90181,-0.20375,-0.2352,0.06665,-0.38203
0.37983,0.90293,-0.20111,-0.2752,-0.14235,-0.11092
0.37996,0.90136,-0.20777,-0.2493,-0.12158,0.03756
0.37879,0.90115,-0.2108,-0.24378,-0.15583,-0.19166
0.37659,0.90459,-0.19971,-0.14559,-0.09473,0.07275
0.36971,0.9104,-0.18566,-0.01522,0.32545,0.15745
0.35994,0.91539,-0.18025,0.41706,0.30128,0.11438
0.36417,0.91681,-0.16382,0.39598,0.262,-0.25111
0.37031,0.91749,-0.14517,0.06627,0.13941,0.15304
0.36977,0.91931,-0.13465,-0.02838,0.05922,0.51333
0.36526,0.92289,-0.12188,-0.07281,0.36376,0.07206
0.34935,0.92857,-0.12529,0.23976,0.64816,-0.08639
0.32996,0.93386,-0.13793,0.28562,0.6148,-0.09462
0.32577,0.93474,-0.14188,-0.17811,0.0295,0.36513
0.32356,0.93585,-0.13959,-0.25169,0.01155,0.3408
0.31823,0.93891,-0.13099,-0.25352,0.18073,0.25044
0.3134,0.94145,-0.12427,-0.03236,0.05881,0.21242
0.30934,0.94332,-0.1202,0.05856,-0.0463,0.13331
0.30493,0.94525,-0.11626,0.08022,-0.0836,0.13675
0.30039,0.94743,-0.11016,0.07444,-0.15008,-0.08862
0.29489,0.94946,-0.1075,-0.15866,-0.21217,-0.31279
0.29157,0.95056,-0.10679,-0.16297,-0.22238,-0.2817
0.28904,0.95133,-0.10686,-0.15368,-0.31365,0.02483
0.28389,0.953,-0.10579,-0.10369,-0.14811,0.09654
0.27507,0.95556,-0.10598,-0.09486,-0.15067,0.09674
0.25695,0.96028,-0.10879,0.15164,-0.08334,0.07474
0.23889,0.96432,-0.11406,0.15889,-0.00799,0.06607
0.23042,0.96564,-0.12017,0.16736,-0.00931,0.07218
0.2318,0.96461,-0.12564,0.26381,-0.01988,-0.00088
0.23761,0.96156,-0.13761,0.27556,-0.13682,0.02448
0.24629,0.95648,-0.15644,0.28573,-0.01856,0.04503
0.25816,0.94895,-0.18122,0.33332,0.27094,0.02953
0.27534,0.93693,-0.21529,0.28599,0.53666,-0.11226
0.29723,0.91976,-0.25632,0.13153,0.50424,-0.16262
0.32145,0.90028,-0.29352,-0.18342,0.63249,-0.14256
