gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
-0.42359,0.21927,0.87891,0.00633,0.00623,-0.0091
-0.42355,0.21996,0.87876,0.00772,0.01637,-0.00744
-0.42337,0.22073,0.87865,0.00919,0.02679,-0.00668
-0.42323,0.22126,0.87859,0.00917,0.02703,-0.00751
-0.42333,0.22156,0.87846,0.01195,0.01304,-0.00604
-0.42351,0.22192,0.87829,0.00842,0.00517,-0.00465
-0.42354,0.22237,0.87816,0.0058,0.00981,-0.00173
-0.42344,0.2228,0.8781,0.00475,0.01217,-0.00034
-0.4233,0.22312,0.87808,0.00309,0.00919,-0.00443
-0.42346,0.22314,0.878,0.00568,0.00992,-0.00541
-0.42361,0.22308,0.87795,0.00494,0.00286,-0.00545
-0.4236,0.22314,0.87794,0.00515,-0.00279,-0.00036
-0.42383,0.22334,0.87777,0.00447,-0.00385,0.00867
-0.42424,0.22361,0.87751,0.00438,-0.00501,0.0075
-0.42451,0.22385,0.87731,0.00772,-0.0003,0.00078
-0.42487,0.22396,0.87711,0.01171,0.00875,-0.0065
-0.42546,0.22402,0.87682,0.00895,0.01256,-0.00618
-0.42603,0.22388,0.87657,0.00454,0.01645,-0.00723
-0.42648,0.2234,0.87647,0.0094,0.01682,-0.01205
-0.42673,0.22247,0.87659,0.01363,0.01685,-0.01349
-0.42674,0.22138,0.87686,0.01471,0.003,-0.00602
-0.42683,0.22037,0.87707,0.00253,3e-05,-0.00789
-0.42658,0.21954,0.8774,-0.01105,-0.01612,-0.00388
-0.42576,0.21925,0.87787,-0.00472,-0.00012,0.00525
-0.4249,0.21919,0.8783,-0.00218,0.00245,0.00674
-0.42445,0.21929,0.8785,0.00494,0.0041,0.00635
-0.42432,0.21922,0.87857,0.01006,0.00042,0.00801
-0.42416,0.2192,0.87866,0.00596,-0.00187,0.00746
-0.42421,0.21933,0.8786,0.00092,-0.00925,0.00693
-0.42461,0.21976,0.8783,-0.00238,-0.0049,-0.00289
-0.42537,0.22037,0.87778,-0.00146,0.00349,-0.00729
-0.42604,0.22068,0.87738,-0.00845,0.01017,-0.00757
-0.42722,0.22082,0.87677,-0.01063,0.00843,-0.00525
-0.42954,0.22107,0.87557,-0.02728,-0.00161,0.0065
-0.4327,0.22188,0.87381,0.00201,-0.01201,0.00109
-0.43394,0.22298,0.87291,0.0153,-0.00401,-0.00118
-0.43369,0.22397,0.87278,0.02665,0.01358,-0.01452
-0.43384,0.22464,0.87254,0.02686,0.03113,-0.00886
-0.4339,0.22519,0.87236,0.018,0.02053,-0.0009
-0.434,0.22537,0.87227,0.00584,0.00803,-0.00545
-0.43416,0.22542,0.87217,-0.00231,-0.00739,-0.00045
-0.43446,0.22541,0.87203,-0.00252,-0.00446,-0.00284
-0.43478,0.22559,0.87182,-0.00277,-0.0121,0.00168
-0.43552,0.22564,0.87144,0.00832,-0.00671,-0.00479
-0.43629,0.22551,0.87109,0.0158,-0.00061,-0.00501
-0.4366,0.2252,0.87101,0.0137,0.00194,0.01142
-0.43662,0.22467,0.87114,0.00641,0.00235,0.00639
-0.43622,0.22417,0.87147,-0.00292,-0.00484,-0.01537
-0.43596,0.22435,0.87156,0.00909,0.00298,-0.02912
-0.4356,0.22511,0.87154,-0.00273,0.00091,0.00338
-0.43434,0.22607,0.87192,0.01942,0.01189,-0.01866
-0.43297,0.22667,0.87244,0.01805,0.01128,-0.01919
-0.43168,0.22743,0.87289,0.01299,0.01935,-0.00735
-0.42966,0.22851,0.8736,0.01462,0.02387,-0.00734
-0.42762,0.22969,0.87429,0.02159,0.0106,-0.00358
-0.42591,0.23126,0.87471,0.02369,-0.00858,0.00082
-0.42446,0.23337,0.87486,0.00823,-0.00545,0.02869
-0.42368,0.23569,0.87461,-0.00588,-0.00383,0.0317
-0.42424,0.23796,0.87373,-0.01697,0.00112,0.01867
-0.42539,0.23976,0.87267,-0.00631,0.02437,0.00956
-0.4265,0.24033,0.87197,-0.01953,0.01817,-0.02252
-0.42755,0.24067,0.87136,-0.03106,-0.00187,-0.01486
-0.42873,0.2413,0.87061,-0.04949,-0.02118,-0.01285
-0.42921,0.24199,0.87018,-0.06097,-0.02661,-0.02316
-0.42877,0.24265,0.87021,-0.05092,-0.01577,-0.0286
-0.4271,0.24355,0.87079,-0.05659,-0.02153,-0.02197
-0.42504,0.24454,0.87151,-0.0402,-0.00974,-0.00256
-0.42323,0.24574,0.87206,-0.017,0.02268,0.00464
-0.42209,0.24684,0.8723,0.02458,-0.02274,0.00379
-0.41982,0.24776,0.87313,0.03182,-0.05052,-0.01748
-0.41576,0.24975,0.87451,0.02279,-0.04139,-7e-05
-0.41295,0.25286,0.87494,0.02429,-0.02938,0.02096
-0.41189,0.25615,0.87449,0.02927,-0.03262,0.02119
-0.41146,0.25862,0.87396,0.06122,-0.02413,0.00687
-0.41096,0.26234,0.87309,0.0576,-0.03522,0.02241
-0.41037,0.26671,0.87204,0.05806,-0.0446,0.02588
-0.4111,0.27024,0.87061,0.03397,-0.00153,0.02392
-0.41419,0.27288,0.86832,0.03485,-0.0018,0.00334
-0.41669,0.27478,0.86652,0.00486,0.02947,0.02876
-0.41862,0.27633,0.8651,-0.00525,-0.00225,-0.02217
-0.42091,0.27813,0.8634,-0.03546,0.00713,-0.00409
-0.42215,0.27916,0.86247,-0.04609,-9e-05,-0.05032
-0.42441,0.28038,0.86096,-0.00686,-0.02773,-0.03953
-0.42414,0.28367,0.86002,-0.02134,0.00825,-0.0055
-0.42347,0.28752,0.85907,-0.03976,0.04803,-0.00987
-0.42339,0.29108,0.85791,-0.04889,0.04678,-0.00937
-0.42307,0.29469,0.85683,-0.0205,0.01699,-0.03005
-0.42149,0.29893,0.85614,-0.01758,-0.01213,-0.00661
-0.42105,0.30345,0.85477,-0.01671,-0.00559,-0.00104
-0.42018,0.30799,0.85357,-0.01795,0.03289,-0.0067
-0.41862,0.31213,0.85283,-0.00928,0.00474,-0.03351
-0.41806,0.31596,0.8517,0.01538,-0.05437,-0.02711
-0.41688,0.32008,0.85074,-0.02264,-0.04522,-0.03376
-0.41554,0.32475,0.84962,-0.04011,0.02243,-0.0156
-0.41417,0.32878,0.84874,-0.0231,0.06557,-0.01994
-0.41165,0.33149,0.84891,-0.00494,0.05387,-0.03177
-0.40747,0.33316,0.85027,-0.00495,0.03198,-0.01942
-0.40238,0.33414,0.85231,-0.01466,0.01283,-0.00498
-0.39694,0.33585,0.85419,0.03884,0.05139,0.03648
-0.39064,0.33757,0.85641,0.04648,0.07375,0.03948
-0.38402,0.33916,0.85877,0.08994,0.10766,0.0333
-0.37791,0.33974,0.86125,0.10115,0.04716,0.04294
-0.37336,0.34089,0.86278,0.08165,0.03889,0.04732
-0.37062,0.34363,0.86288,0.05197,0.04637,0.03829
-0.36778,0.34755,0.86252,0.05282,0.05757,0.01446
-0.36299,0.35147,0.86296,0.06194,0.04931,-0.01611
-0.35759,0.35539,0.86361,0.07765,0.06496,-0.0097
-0.35291,0.35966,0.86377,0.05358,0.09514,-0.04753
-0.34946,0.3649,0.86297,0.02081,0.08101,-0.03718
-0.34619,0.3713,0.86155,0.00739,0.03889,-0.05318
-0.3426,0.377,0.86051,0.01202,-0.00432,-0.06269
-0.33883,0.38146,0.86004,0.01396,-0.03495,-0.05575
-0.3362,0.38499,0.8595,0.00839,-0.0353,-0.04191
-0.33461,0.3879,0.85882,-0.00136,-0.0537,-0.03701
-0.33287,0.38982,0.85862,-0.00826,-0.05892,-0.03135
-0.3309,0.39059,0.85903,-0.01322,-0.07858,-0.02054
-0.32961,0.39054,0.85955,-0.02217,-0.09652,-0.0245
-0.32876,0.38938,0.8604,-0.02343,-0.10477,-0.03469
-0.32807,0.38747,0.86153,0.00231,-0.12735,-0.00836
-0.32746,0.38533,0.86272,-0.00353,-0.12214,0.00142
-0.32721,0.38308,0.86381,-0.00834,-0.10681,0.00298
-0.32777,0.37961,0.86513,0.00023,-0.04463,0.02349
-0.33006,0.37455,0.86646,0.01063,-0.02876,0.02654
-0.33358,0.3693,0.86737,0.02633,-0.0412,0.02809
-0.33634,0.36557,0.86789,-0.02543,-0.02104,0.07958
-0.33897,0.36302,0.86793,-0.00856,-0.04026,0.01328
-0.33933,0.36179,0.8683,-0.06273,0.02809,0.09138
-0.34213,0.35919,0.86829,-0.05509,0.08078,-0.0062
-0.34486,0.35513,0.86887,-0.05888,0.05312,-0.00298
-0.34658,0.35003,0.87026,-0.05928,0.04581,-0.01832
-0.34732,0.34482,0.87204,-0.05388,0.02568,-0.06235
-0.34694,0.34106,0.87367,-0.03336,0.0181,-0.046
-0.34624,0.33812,0.87509,-0.02481,-0.01797,-0.04536
-0.34429,0.33631,0.87655,-0.00945,-0.04421,-0.02311
-0.34169,0.33543,0.87791,0.01422,-0.04525,0.00521
-0.33974,0.33481,0.8789,0.03708,-0.0387,0.01398
-0.33873,0.33445,0.87943,0.05171,-0.02899,0.01907
-0.33873,0.33413,0.87955,0.04045,-0.02123,0.03044
-0.34031,0.33354,0.87916,0.02146,-0.00665,-0.00369
-0.34346,0.33253,0.87832,0.01593,-0.02706,0.00596
-0.34653,0.33244,0.87715,-0.00383,0.01053,0.02883
-0.35031,0.33221,0.87573,-0.01556,0.02424,0.02583
-0.35518,0.33218,0.87378,-0.01313,0.01996,0.01268
-0.36009,0.33211,0.87179,-0.01231,-0.02826,-0.03186
-0.36314,0.33253,0.87037,-0.02709,-0.01431,-0.02961
-0.36546,0.33279,0.8693,-0.03467,-0.00065,-0.02234
-0.36794,0.33217,0.86849,-0.03398,-0.01458,-0.00575
-0.37048,0.3311,0.86782,-0.01754,-0.0312,0.0099
-0.37341,0.32974,0.86708,0.00673,-0.02871,0.02718
-0.37689,0.32788,0.86628,0.03176,-0.01747,0.01911
-0.38066,0.32638,0.86519,0.04156,-0.01869,0.00703
-0.38464,0.32563,0.86371,0.04765,-0.01029,0.00549
-0.38819,0.32544,0.8622,0.03081,0.01616,0.0161
-0.39091,0.32535,0.861,0.02044,0.02114,0.0125
-0.39298,0.32487,0.86024,-0.00032,0.00397,0.00051
-0.3942,0.32552,0.85943,-0.00791,0.01788,-0.02104
-0.39411,0.32725,0.85882,-0.00355,0.02139,-0.03213
-0.39156,0.32889,0.85936,0.00417,0.03601,-0.04068
-0.38813,0.3306,0.86026,0.01984,-0.00184,-0.00241
-0.38503,0.33243,0.86094,0.01456,-0.01767,0.002
-0.38209,0.33399,0.86165,-0.01421,-0.04465,-0.00717
-0.37902,0.33607,0.8622,-0.04125,-0.04666,-0.01262
-0.37656,0.33815,0.86246,-0.04372,-0.04874,-0.01288
-0.3753,0.33984,0.86234,0.00761,0.00595,0.01353
-0.37551,0.34171,0.86151,0.00854,0.01416,0.02148
-0.37593,0.34424,0.86032,0.00201,0.01742,0.0274
-0.37679,0.34695,0.85886,0.00274,0.00184,0.0078
-0.37809,0.34923,0.85736,0.03058,0.00447,-0.01285
-0.37994,0.35135,0.85567,0.04588,-0.00188,-0.02538
-0.38083,0.35355,0.85437,0.03449,-0.01012,-0.01913
-0.38149,0.35561,0.85322,-0.00518,-0.05616,0.00876
-0.38311,0.35786,0.85155,-0.02519,-0.08111,0.00924
-0.38438,0.35996,0.8501,-0.05617,-0.03512,0.017
-0.38586,0.36128,0.84886,-0.03033,0.02696,-0.00501
-0.38814,0.36219,0.84744,-0.01584,0.0384,-0.01492
-0.39125,0.36271,0.84578,0.01327,0.02391,0.01571
-0.39421,0.3632,0.8442,0.02098,0.01989,0.01776
-0.39583,0.36369,0.84323,0.00515,0.01298,0.00165
-0.39699,0.36448,0.84234,-0.00607,0.00767,-0.01647
-0.39744,0.36516,0.84183,-0.01619,0.00383,-0.01358
-0.397,0.36584,0.84175,-0.01386,0.00144,-0.00038
-0.3963,0.36647,0.8418,0.00981,-0.01369,0.01208
-0.39565,0.36703,0.84186,0.01331,-0.01813,0.00645
-0.39479,0.36778,0.84194,0.00783,-0.01955,0.00791
-0.39419,0.36882,0.84177,0.00899,-0.01165,0.00993
-0.39397,0.37016,0.84128,0.01088,-0.00622,0.01027
-0.39394,0.37162,0.84065,0.01812,-0.0092,0.00605
-0.39393,0.37284,0.84012,0.01996,-0.01595,-0.00053
-0.39396,0.37382,0.83967,0.01687,-0.02163,-0.00561
-0.3939,0.37467,0.83932,0.00615,-0.01612,-0.0081
-0.39367,0.37539,0.83911,-0.00579,-0.0089,-0.00865
-0.39357,0.37588,0.83893,-0.01671,-0.00314,-0.00159
-0.39371,0.37605,0.83879,-0.01833,-0.00727,-0.00212
-0.39391,0.37637,0.83855,-0.01504,-0.00586,-0.00543
-0.3942,0.37722,0.83804,-0.00879,0.00058,-0.00532
-0.39434,0.37819,0.83753,-0.00767,-0.00293,-0.00049
-0.39424,0.37912,0.83716,-0.00314,-0.00827,-0.00146
-0.39391,0.38013,0.83686,-0.00263,-0.01062,-0.00293
-0.39338,0.38126,0.83659,-0.00719,-0.01645,0.00467
-0.39275,0.38235,0.83639,-0.00471,-0.01613,0.00547
-0.39225,0.38339,0.83615,0.00031,-0.01399,0.0022
-0.392,0.38437,0.83581,0.00654,-0.00823,0.00113
-0.39197,0.38529,0.83541,0.00565,-0.00931,0.00059
-0.39215,0.38604,0.83497,0.00452,-0.00323,0.00042
-0.39255,0.38654,0.83456,0.00273,0.0023,-0.00038
-0.39294,0.38678,0.83426,0.00267,0.00299,-0.00244
-0.39331,0.38695,0.83401,0.00302,-0.00413,8e-05
-0.39372,0.38727,0.83366,0.00261,-0.00629,0.00053
-0.39415,0.38775,0.83324,0.00164,-0.0072,0.00082
-0.39441,0.38824,0.83289,-0.00245,-0.00865,0.00235
-0.39454,0.38866,0.83263,-0.00698,-0.01177,-0.00077
-0.39457,0.38896,0.83248,-0.00778,-0.01367,-0.00251
