gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0.37751,0.75651,-0.53401,-0.27459,-0.08873,0.30295
0.40043,0.72203,-0.5642,-0.02909,-0.20076,0.39843
0.41096,0.68635,-0.60002,-0.1301,-0.21136,0.5022
0.40803,0.65475,-0.63626,-0.44424,-0.29187,0.66493
0.39321,0.6373,-0.66274,-0.52049,-0.59429,0.5951
0.37345,0.63415,-0.67704,-0.56038,-0.71301,0.53527
0.36144,0.64596,-0.67239,-0.41333,-0.81631,0.3326
0.36065,0.66992,-0.64895,-0.06142,-0.71193,0.244
0.37397,0.70515,-0.60242,-0.2902,-0.53024,0.82892
0.38459,0.75191,-0.53546,-0.30082,-0.577,0.76196
0.37972,0.7929,-0.47656,-0.42771,-0.16488,-0.03166
0.37067,0.83069,-0.4154,0.61272,3.75061,-0.78053
0.36552,0.85883,-0.35889,0.61787,3.72247,-0.83703
0.36565,0.86582,-0.34154,-0.37134,-0.4134,-0.28961
0.36405,0.8724,-0.32614,-0.65742,-0.54704,0.09882
0.34357,0.88992,-0.29999,-0.57017,-0.56311,0.27361
0.31498,0.91134,-0.26502,-0.45788,-0.18345,0.29201
0.28353,0.93148,-0.22794,-0.05242,0.82925,0.22328
0.25854,0.94591,-0.19596,0.26673,0.74741,0.23368
0.2411,0.95506,-0.17241,0.05234,0.06322,0.04814
0.22807,0.96245,-0.14721,-0.06953,0.00996,-0.04664
0.21017,0.97021,-0.1205,0.0472,-0.18793,0.00775
0.18878,0.97703,-0.09888,0.05797,-0.29969,0.13165
0.16523,0.98289,-0.08138,-0.00523,-0.33929,0.0871
0.14218,0.98774,-0.06446,-0.08505,-0.36539,0.01618
0.122,0.99146,-0.04591,-0.1173,-0.16726,0.05268
0.10483,0.99412,-0.0269,-0.10908,-0.12465,0.00078
0.08918,0.996,-0.00551,-0.06764,-0.07369,-0.09594
0.07369,0.99715,0.01614,-0.03308,-0.026,-0.16891
0.05806,0.99775,0.03334,0.19722,0.18038,-0.17673
0.04414,0.99792,0.04694,0.3424,0.22239,-0.16886
0.02962,0.99788,0.05785,0.47021,0.11735,-0.1506
0.0145,0.99774,0.06557,0.25773,0.26815,-0.27202
4e-05,0.99765,0.06842,0.1595,0.35454,-0.27312
-0.01239,0.99775,0.06582,-0.19928,0.57714,-0.35289
-0.01905,0.99795,0.06109,-0.14899,0.63578,-0.31902
-0.01972,0.99864,0.04807,-0.04952,0.73677,-0.32432
-0.01411,0.99967,0.02141,-0.36441,0.34556,-0.75952
0.00181,0.99991,-0.01309,-0.36666,0.23547,-0.83122
0.0295,0.99811,-0.05375,-0.05102,0.32083,-0.73678
0.06981,0.99187,-0.1063,0.388,0.36668,-0.05582
0.11807,0.9767,-0.17918,0.26781,0.48283,0.28068
0.16916,0.95458,-0.24525,0.27119,0.38441,0.42248
0.21454,0.93283,-0.28948,-0.68266,0.18387,0.49298
0.23952,0.91317,-0.32977,-0.74031,0.15507,0.79539
0.26016,0.8875,-0.38033,-0.23985,0.31776,-0.10613
0.30011,0.8484,-0.43606,-0.79748,0.2118,0.43317
0.31706,0.80506,-0.50135,-0.35117,0.0332,0.44817
0.34837,0.75928,-0.54966,-0.35773,0.08403,0.15135
0.37823,0.71174,-0.59191,-0.13081,-0.04345,0.3124
0.3917,0.66324,-0.63772,3e-05,0.01431,0.43121
0.39268,0.61447,-0.68427,-0.32739,-0.1131,0.5555
0.37832,0.57378,-0.72639,-0.49383,-0.3323,0.70443
0.35841,0.54629,-0.75704,-0.36618,-0.60452,0.74286
0.34154,0.53359,-0.77371,-0.34931,-0.59181,0.75954
