gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0.12541,0.9877,-0.09343,0.15515,0.48559,-0.04611
0.05104,0.99645,-0.06691,-0.51692,0.51313,0.38792
-0.02842,0.99906,-0.03266,-0.53695,0.32198,0.1602
-0.08224,0.9966,0.00552,-0.10637,0.29787,-0.07733
-0.12128,0.99163,0.04434,0.2496,-0.17701,-0.20254
-0.15668,0.98448,0.07908,0.30935,-0.34167,-0.17046
-0.18731,0.97665,0.10516,0.27747,-0.55927,-0.14934
-0.21433,0.96867,0.12545,0.27199,-0.63568,-0.22201
-0.23355,0.9619,0.14217,0.26852,-0.7509,-0.34291
-0.24483,0.95733,0.15355,0.27115,-0.88633,-0.39649
-0.24716,0.95573,0.15967,0.27852,-0.89486,-0.41686
-0.24016,0.95774,0.15828,0.38123,-0.86354,-0.37668
-0.2232,0.96381,0.14576,0.54746,-0.71717,-0.23873
-0.19667,0.97314,0.1197,0.49988,-0.50938,-0.06051
-0.16402,0.98309,0.08146,0.39181,-0.3721,0.07796
-0.13476,0.98916,0.05824,0.12901,0.98744,1.25888
-0.13537,0.98411,0.11493,-0.45112,2.44502,1.854
-0.16686,0.97335,0.1573,-0.80786,1.64164,1.42009
-0.19238,0.96913,0.15422,0.17058,-0.41302,0.57123
-0.21709,0.96716,0.13215,0.5683,-0.25406,0.53864
-0.21697,0.96975,0.11184,0.5215,0.13013,-0.13819
-0.1913,0.97707,0.09346,0.17594,0.63189,-1.53406
-0.17623,0.98065,0.08523,0.32226,0.3302,-0.73173
-0.17555,0.97915,0.10222,0.32667,-0.21057,0.5118
-0.15936,0.98173,0.10394,0.33264,-0.62088,-0.85099
-0.12814,0.98974,0.06315,0.0106,-0.36065,-1.0122
-0.09554,0.99535,0.01262,-0.17542,0.24135,-0.22167
-0.06756,0.99734,-0.02751,0.01362,0.64057,0.19014
-0.03408,0.99842,-0.04473,0.01507,0.39466,0.1533
-0.00675,0.99827,-0.05836,0.01456,0.23906,0.1558
0.01634,0.99753,-0.06832,0.13704,-0.09291,0.39253
0.03825,0.99547,-0.08698,0.09924,-0.29858,0.48741
0.05783,0.99145,-0.11693,0.09061,-0.3994,0.53729
0.07621,0.98563,-0.15074,0.1557,-0.59642,0.36421
0.09646,0.97835,-0.18312,0.13869,-0.41542,0.09751
0.12259,0.97036,-0.20826,0.11607,-0.22971,-0.05085
0.14969,0.96292,-0.22447,0.19242,0.24901,-0.01533
0.17486,0.95491,-0.23994,0.11821,0.35442,0.20158
0.19733,0.94536,-0.25954,-0.06452,0.41847,0.2402
0.22129,0.9335,-0.28215,-0.66007,0.19113,0.41858
0.2464,0.92126,-0.30094,-0.84056,0.15482,0.54554
0.2597,0.91429,-0.31087,-0.66872,0.40964,0.62983
0.2544,0.9151,-0.31285,-0.62894,0.76386,0.69693
0.24205,0.92157,-0.3035,-0.87945,0.55354,0.86721
0.2272,0.9353,-0.27128,-0.87547,0.48198,0.73048
0.21173,0.95299,-0.21674,-0.6022,0.42562,0.67304
0.19204,0.97019,-0.14779,-0.27563,0.45482,0.06662
0.15264,0.98302,-0.10183,-0.01557,0.57952,-1.2625
0.10203,0.99255,-0.0666,0.03336,0.7815,-0.95386
0.04268,0.99885,-0.02175,-0.37042,0.86725,-0.53805
-0.03242,0.99902,0.03,-0.43824,0.70204,-0.16608
-0.104,0.99194,0.07234,-0.23459,0.63603,-0.32921
-0.17116,0.97852,0.11489,0.18835,0.66433,-0.53344
-0.2301,0.96016,0.15859,0.55099,0.58629,-0.49412
-0.27565,0.93913,0.20505,0.53654,0.21324,-0.47144
-0.30727,0.91511,0.26108,0.29425,-0.0269,-0.52704
-0.33033,0.89098,0.31149,0.45599,-0.275,-0.44098
-0.34742,0.86964,0.35075,0.65626,-0.43994,-0.50247
-0.3567,0.85169,0.3839,0.75975,-0.64411,-0.59091
-0.35559,0.83708,0.41575,0.76857,-0.67575,-0.6194
-0.34475,0.82609,0.44578,0.7456,-0.67477,-0.6446
-0.33098,0.82075,0.46564,0.74054,-0.58391,-0.52717
-0.31997,0.82428,0.4671,0.77659,-0.54243,-0.33326
-0.31601,0.83863,0.44367,0.54752,-0.38245,-0.27506
-0.32045,0.86271,0.39121,0.3824,-0.27858,-0.19431
-0.31547,0.89097,0.32657,0.29972,0.42298,0.72257
-0.30416,0.89198,0.33446,-0.73826,2.39046,1.96411
-0.32386,0.88388,0.33744,-0.97991,1.23852,0.67765
-0.35348,0.88284,0.30927,-0.95161,0.42527,0.43789
-0.379,0.8856,0.26847,-0.37315,-0.46982,-1.92583
-0.3807,0.89678,0.22551,0.4506,0.61976,-2.06913
-0.36509,0.90744,0.20802,0.65653,1.26198,-1.66526
-0.34494,0.90093,0.26332,1.26812,0.06637,0.40689
-0.30905,0.90494,0.29252,1.51231,-0.89418,-0.05203
-0.29168,0.92266,0.25224,1.21769,-1.05019,-0.34862
-0.26179,0.94749,0.18366,1.25949,-0.45184,-0.30592
-0.22673,0.96767,0.11049,1.11734,-0.0728,-0.49191
-0.19918,0.97863,0.05104,0.766,0.08507,-0.6246
-0.17846,0.98393,-0.00618,-0.53977,0.47142,0.07519
-0.15497,0.98635,-0.05567,-1.03974,0.296,-0.17652
-0.12624,0.98862,-0.08176,-0.6876,0.00141,-0.29429
-0.10081,0.98921,-0.10631,-0.06301,-0.52476,-0.3995
-0.08326,0.98764,-0.1328,0.28902,-0.52354,-0.17787
-0.07161,0.9845,-0.16012,0.33512,-0.36365,0.10345
-0.06237,0.97973,-0.19037,0.47143,0.35081,0.16742
-0.05956,0.97196,-0.22748,0.28095,0.44958,0.3152
-0.04797,0.9645,-0.25969,-0.08875,0.10972,0.61856
-0.02116,0.95929,-0.28162,-0.06286,0.27653,0.96874
0.00657,0.95602,-0.29323,0.06035,0.21381,0.74092
0.03148,0.95608,-0.29142,-0.23403,0.38307,0.56349
0.05225,0.95893,-0.2788,-0.4829,0.56756,0.37717
0.06273,0.96374,-0.25938,-0.73483,0.46833,0.56693
0.05432,0.97286,-0.22491,-0.94176,0.39516,0.48556
0.03045,0.98391,-0.17605,-0.77653,0.15493,0.44404
-0.00416,0.99458,-0.10385,-0.20094,0.25874,0.06676
-0.05407,0.99764,-0.04236,0.25708,0.99426,-0.89941
-0.11628,0.99321,0.0038,0.78413,1.30744,-0.75652
-0.17894,0.98208,0.05908,0.72447,1.28734,-0.56465
-0.2461,0.96075,0.12806,0.18846,1.02361,-0.05559
-0.3076,0.93249,0.18934,0.47114,0.64791,-0.17284
-0.36013,0.90295,0.23447,0.87696,0.43649,-0.25083
-0.39897,0.87571,0.27194,0.95877,0.21001,-0.25757
-0.42477,0.85105,0.30867,0.72971,-0.16722,-0.53911
-0.44367,0.82689,0.34556,0.37284,-0.53682,-0.53557
-0.46074,0.80527,0.37319,0.42742,-0.62251,-0.52177
-0.4721,0.78881,0.39357,0.53686,-0.77307,-0.56442
-0.47464,0.7777,0.41219,0.59079,-0.92561,-0.62009
-0.46605,0.77216,0.43193,0.5569,-0.99169,-0.71897
-0.4469,0.77338,0.44962,0.75997,-0.9027,-0.73551
-0.42545,0.78419,0.45171,0.85611,-0.68655,-0.53392
-0.39941,0.80671,0.43554,0.76962,-0.5644,-0.3962
-0.36805,0.83542,0.40819,0.29564,-0.03195,0.10282
-0.34187,0.85783,0.38372,0.16414,0.37289,0.50077
-0.35972,0.84066,0.40484,-0.62283,3.10681,2.15226
-0.39423,0.82929,0.39606,0.07805,0.86149,0.36496
-0.4228,0.82219,0.38111,0.5476,-0.22273,0.13911
-0.44886,0.81826,0.35914,0.64358,-0.3781,0.05106
-0.45222,0.83496,0.31359,0.50752,0.49704,-2.34543
-0.44711,0.85478,0.26353,0.53689,1.46256,-1.82472
-0.45691,0.85211,0.25524,0.24629,1.19889,-1.27402
-0.44698,0.84629,0.28983,1.13563,-0.24171,0.39398
-0.42091,0.86559,0.27126,1.11577,-0.08662,-1.11999
-0.39718,0.89015,0.22334,0.87193,-0.28128,-0.83092
-0.37308,0.91265,0.16696,0.81249,-0.01991,-0.26002
-0.36762,0.92264,0.11662,0.19859,0.34125,-0.1701
-0.3778,0.92248,0.07939,-0.17249,0.34886,-0.05498
-0.38102,0.92289,0.05569,-0.19744,0.16562,0.30484
-0.38446,0.92195,0.04681,0.25943,-0.23105,-0.0235
-0.38681,0.92067,0.05232,0.39524,-0.40316,-0.09812
-0.38955,0.91903,0.06032,0.42123,-0.62659,-0.07451
