gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0.25476,0.8585,-0.44506,-0.09435,0.02816,-0.27495
0.23697,0.88589,-0.3988,0.06843,1.18209,0.06871
0.23685,0.90748,-0.34696,0.24395,0.60481,-0.12046
0.24632,0.91824,-0.3101,0.01859,-0.0464,-0.23257
0.24966,0.92646,-0.28168,-0.28463,-0.16568,-0.01665
0.23896,0.93706,-0.25459,-0.22116,0.04982,0.16299
0.21305,0.95068,-0.22543,-0.25614,0.18368,0.17661
0.18027,0.96424,-0.19428,-0.31679,0.41839,0.1844
0.15464,0.97444,-0.16293,-0.37465,0.43167,0.22685
0.13904,0.98167,-0.1303,-0.22827,0.15857,0.18139
0.12615,0.98746,-0.0949,-0.14079,-0.0855,0.10975
0.11267,0.99172,-0.06167,-0.08536,-0.12965,0.1096
0.10174,0.99428,-0.03232,-0.01468,-0.14687,0.0797
0.09293,0.99564,-0.0077,-0.00014,-0.20125,0.01985
0.08433,0.99637,0.01117,-0.08194,-0.23612,0.00859
0.0754,0.99683,0.02547,-0.13459,-0.2892,0.01536
0.06746,0.99694,0.03945,-0.169,-0.27198,0.05378
0.0608,0.9967,0.05378,-0.15316,-0.22903,0.11388
0.0554,0.99619,0.06736,-0.09677,-0.1853,0.07041
0.05178,0.99535,0.08118,-0.14507,-0.08526,0.02779
0.04691,0.99461,0.09244,-0.06711,0.10236,0.12463
0.04019,0.99403,0.10137,-0.00532,0.17972,0.13409
0.03159,0.99329,0.11123,0.02266,0.28193,0.03021
0.01988,0.99252,0.1204,0.10842,0.20447,-0.07197
0.00606,0.99156,0.12947,0.09767,0.1626,-0.09161
-0.00601,0.99036,0.13834,0.33718,0.25185,-0.08897
-0.01963,0.98891,0.1472,0.28879,0.26156,-0.13226
-0.032,0.98744,0.15472,0.17844,0.24056,-0.14045
-0.04247,0.98645,0.15845,-0.11048,0.12161,-0.00632
-0.04938,0.98659,0.15554,-0.18355,0.16989,-0.01423
-0.05093,0.98796,0.14605,-0.24174,0.28197,-0.01033
-0.04895,0.9903,0.13,-0.15169,0.37722,0.01143
-0.04432,0.99343,0.10548,-0.14808,0.35131,-0.00512
-0.03479,0.99681,0.07184,-0.18778,0.25437,-0.09722
-0.01861,0.99925,0.03376,-0.11793,0.2859,-0.21823
0.00434,0.99999,-0.00161,0.18055,0.15289,-0.3246
0.03751,0.99881,-0.03124,0.33421,-0.0066,-0.32459
0.07929,0.99516,-0.05805,0.18185,0.03327,-0.22169
0.12082,0.98917,-0.08335,-0.14885,0.34142,-0.15865
0.15606,0.98198,-0.10654,-0.46179,0.18661,0.02463
0.17714,0.975,-0.13415,-0.57583,-0.08804,0.00076
0.18535,0.96918,-0.16229,-0.51652,-0.20413,0.14832
0.19182,0.96386,-0.18484,-0.38581,-0.17852,-0.01911
0.20513,0.95729,-0.20378,-0.38732,-0.19448,-0.02197
0.22067,0.94946,-0.22323,-0.2541,-0.25346,0.06445
0.23757,0.94073,-0.24205,-0.18018,-0.2667,0.04387
0.25373,0.9322,-0.25811,-0.19685,-0.257,0.10113
0.26639,0.92407,-0.2741,-0.15969,-0.26698,0.14786
0.27644,0.91652,-0.28908,-0.17798,-0.27844,0.15362
0.2847,0.91014,-0.30099,-0.19342,-0.30479,0.12812
0.29086,0.90566,-0.30851,-0.15183,-0.32573,0.1108
0.29532,0.9037,-0.31002,-0.15698,-0.25152,0.10007
0.29913,0.90452,-0.3039,-0.11659,-0.35089,0.04304
0.29999,0.90856,-0.29071,-0.12633,-0.32664,0.00374
0.29861,0.91529,-0.27034,-0.12773,-0.33084,-0.00626
0.2942,0.92427,-0.24325,-0.15462,-0.29611,-0.06519
0.28554,0.93484,-0.21107,-0.05644,-0.31428,-0.25836
0.27098,0.94618,-0.17694,0.02574,-0.34482,-0.34561
0.24771,0.95778,-0.14596,0.20083,-0.36062,-0.46269
0.21566,0.96928,-0.11827,0.41251,-0.18714,-0.48775
0.17936,0.9794,-0.09275,0.51923,0.02585,-0.48377
0.14731,0.98597,-0.07851,0.88765,0.8783,-0.01851
0.14192,0.98747,-0.06891,0.59868,0.78981,-0.2233
0.16769,0.98415,-0.05774,0.38292,0.37708,-0.34556
0.19953,0.97896,-0.04263,-0.07323,0.09237,-0.17349
0.22099,0.97523,-0.00925,-0.96462,0.70662,0.05663
0.21514,0.97634,0.02168,-1.18041,0.67007,-0.18501
0.19833,0.97954,0.03409,-0.39464,-0.20285,-0.01859
0.19085,0.98048,0.04723,-0.35378,-0.21324,0.12672
0.17447,0.98246,0.06577,-0.32007,-0.22213,0.22837
0.15074,0.98549,0.07804,-0.22479,-0.06563,0.27217
0.12078,0.98967,0.07717,-0.17414,0.10408,0.11666
0.09325,0.99289,0.074,-0.12839,0.13663,0.05975
0.07532,0.99323,0.08843,-0.14049,-0.08136,0.1379
0.06212,0.9912,0.1169,-0.14026,-0.09749,0.10058
0.05016,0.98828,0.14416,-0.14616,-0.0605,0.07096
0.04002,0.98587,0.16265,-0.0555,-0.01251,-0.0955
0.03013,0.98452,0.17266,-0.03776,-0.02857,-0.16008
0.01879,0.98353,0.17977,0.00329,-0.06098,-0.10692
0.0065,0.98249,0.18618,0.07819,0.03727,0.03844
-0.00736,0.98099,0.19392,0.07959,0.02724,-0.01371
-0.02135,0.97871,0.20411,0.0752,0.00763,-0.08526
-0.03455,0.97594,0.21529,0.04004,-0.07173,-0.19904
-0.04758,0.97287,0.2264,0.10109,-0.06137,-0.18168
-0.05993,0.96934,0.23828,0.16947,-0.01872,-0.12517
-0.0736,0.96535,0.25037,0.16337,0.03761,-0.14481
-0.08881,0.96123,0.26103,0.18879,0.09164,-0.2205
-0.10505,0.95679,0.27112,0.18827,0.09492,-0.22875
-0.12039,0.95277,0.27881,0.18135,0.16911,-0.09939
-0.12963,0.9521,0.27694,0.12124,0.14264,-0.04648
-0.13532,0.95338,0.26971,-0.06365,0.07373,-0.22908
-0.14118,0.95256,0.26961,-0.04846,0.11453,-0.25188
-0.14542,0.95306,0.26554,0.09228,0.23775,-0.30198
-0.14821,0.95577,0.25403,0.16816,0.31652,-0.23982
-0.14554,0.96055,0.23699,0.17091,0.26792,-0.08596
-0.13581,0.96795,0.21122,0.18083,0.20764,-0.1302
-0.11686,0.97747,0.17576,0.12635,0.1217,-0.04654
-0.08708,0.98745,0.13174,-0.02947,-0.04076,-0.12619
-0.04896,0.99527,0.08383,-0.24029,0.50077,-0.1013
-0.0083,0.99915,0.04041,-0.34098,0.64185,-0.06301
