gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
-0.04735,0.99796,-0.04276,0.13948,0.01611,-0.00451
-0.04447,0.99814,-0.04174,0.18428,0.06929,0.03373
-0.04083,0.99833,-0.04089,0.05431,0.02923,0.10663
-0.0392,0.99842,-0.04029,-0.04178,-0.02477,0.09579
-0.03838,0.99841,-0.04122,0.01725,-0.00313,-0.00989
-0.03635,0.99848,-0.04137,0.02611,-0.00665,0.02017
-0.03528,0.99854,-0.04087,0.01428,0.00302,0.00436
-0.03467,0.99862,-0.03947,0.02799,0.01327,-0.02677
-0.03369,0.99869,-0.03849,0.0407,0.01071,-0.01527
-0.03285,0.99875,-0.03765,0.04567,0.0123,-0.01208
-0.03244,0.99877,-0.03735,0.0314,0.01659,0.01559
-0.03227,0.99876,-0.03791,-0.00143,0.02024,-0.01171
-0.03234,0.99872,-0.03886,0.00229,0.01548,-0.01551
-0.03185,0.9987,-0.03968,0.01047,-0.00533,0.01148
-0.03172,0.99872,-0.03936,0.00387,0.00122,0.02055
-0.03183,0.99875,-0.03856,-0.00934,0.01752,0.04664
-0.03218,0.99875,-0.03821,-0.00203,0.02157,-0.00801
-0.03232,0.99874,-0.03837,0.01439,0.01147,-0.01051
-0.03235,0.99872,-0.03882,0.01563,0.00788,-0.01405
-0.03258,0.99872,-0.03859,0.03674,0.00543,-0.01889
-0.03314,0.99872,-0.03816,0.0383,0.01262,-0.01831
-0.03405,0.9987,-0.03797,0.03893,0.0127,-0.00167
-0.03457,0.99868,-0.0381,0.03292,0.02102,-0.0274
-0.03466,0.99866,-0.03841,0.02201,0.0158,-0.009
-0.03482,0.99864,-0.03884,0.01788,0.01003,-0.00751
-0.03458,0.99863,-0.03917,-0.00256,-0.00373,0.01099
-0.03438,0.99863,-0.03934,-0.01407,-0.00167,0.01827
-0.03485,0.99863,-0.03903,-0.01372,-0.0006,0.02511
-0.03598,0.99861,-0.0386,-0.00406,0.01612,0.0111
-0.03726,0.99858,-0.03814,-0.00148,0.01375,0.00384
-0.03813,0.99857,-0.03758,0.00024,0.01071,0.00063
