gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
-0.0519,0.99561,0.07767,1.03124,0.88706,0.0464
-0.06918,0.98937,0.12777,0.62945,0.55704,-0.21561
-0.08265,0.98474,0.15306,0.39684,0.52858,-0.45372
-0.09883,0.98201,0.16081,0.15467,0.29391,-0.4983
-0.12085,0.97912,0.1634,-0.05141,-0.27993,-0.39863
-0.149,0.97584,0.1597,-0.10051,-0.65606,-0.38168
-0.17663,0.97325,0.14683,-0.04665,-0.76297,-0.27562
-0.19467,0.97251,0.12765,0.0592,-0.899,-0.11443
-0.20021,0.97388,0.10699,0.30731,-1.23533,-0.06059
-0.19447,0.9768,0.08952,0.35013,-1.31063,0.13837
-0.17711,0.98183,0.06795,0.16968,-0.91951,-0.00111
-0.14974,0.98812,0.0341,0.21528,-0.57231,-0.56711
-0.10927,0.99351,-0.03123,0.79228,1.03187,-0.48758
-0.03313,0.99117,-0.12828,-0.13457,2.21735,0.11186
0.05381,0.9794,-0.19458,-0.68668,1.82567,0.13614
0.10328,0.96117,-0.25587,-0.84886,0.77113,-0.04006
0.14322,0.94266,-0.30144,-0.82978,0.52679,0.12127
0.18048,0.9258,-0.33214,0.47507,0.5544,-0.233
0.21338,0.91066,-0.35378,0.49121,0.7257,-0.46273
0.23086,0.90292,-0.36252,0.85311,0.75443,-0.54571
0.22609,0.90211,-0.36751,0.78444,0.03374,-0.37173
0.21239,0.90082,-0.37868,0.54051,-0.0618,-0.32558
0.19997,0.89899,-0.38964,0.61044,-0.35832,0.03533
0.19269,0.89633,-0.39932,-0.14567,-1.00251,0.43759
0.19029,0.89602,-0.40116,-0.25839,-1.11237,0.55321
0.19087,0.90161,-0.38815,-0.39508,-1.27961,0.69085
0.19356,0.9166,-0.34979,-0.5939,-1.38653,0.52391
0.19338,0.93535,-0.29616,-0.63573,-1.32259,0.47394
0.18886,0.95048,-0.24678,-0.54916,-1.05848,0.20067
0.18285,0.95914,-0.21586,-0.57372,-0.9424,0.05048
0.1786,0.96335,-0.2001,-0.85484,-0.74922,-0.03599
0.18462,0.96487,-0.18686,-1.25875,2.58592,0.71011
0.19928,0.96694,-0.15903,-1.00135,4.91621,0.8157
0.19293,0.96798,-0.16052,0.3969,1.41304,0.2836
0.20049,0.96116,-0.18962,0.42541,-1.12954,0.66757
0.20115,0.9607,-0.19126,0.74645,-1.09697,0.52008
0.18812,0.96872,-0.16176,0.23444,-0.66236,0.38288
0.16941,0.9771,-0.12864,-0.32004,-0.01321,-0.13743
0.14426,0.98543,-0.09003,-0.0065,0.99704,0.19186
0.09368,0.99505,-0.03266,0.25532,1.13239,0.01235
0.03584,0.99911,0.02179,0.87125,1.06182,-0.34299
-0.00861,0.99694,0.07749,1.01049,0.71911,-0.34031
-0.03347,0.9925,0.11744,0.59166,0.41965,-0.36016
